rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
344,6900,Diversified,Edythe Broadfamily,87,United States,Los Angeles,"Homebuilding, insurance",Diversified,United States,,FALSE,E,F,1/1/1936 0:00,Broad,Edythe,,4/4/2023 5:01,California,West,1936,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
344,6900,FoodBeverage,Pauline MacMillan Keinath,89,United States,St. Louis,Cargill,FoodBeverage,United States,,FALSE,D,F,1/1/1934 0:00,Keinath,Pauline MacMillan,,4/4/2023 5:01,Missouri,Midwest,1934,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
344,6900,FinanceInvestments,Philippe Laffont,55,United States,New York,Hedge fund,FinanceInvestments,United States,Coatue Management,TRUE,U,M,9/16/1967 0:00,Laffont,Philippe,Founder,4/4/2023 5:01,New York,Northeast,1967,9,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
344,6900,Technology,Liu Jinchengfamily,58,China,Huizhou,Lithium batteries,Technology,China,,TRUE,D,M,9/22/1964 0:00,Liu,Jincheng,,4/4/2023 5:01,,,1964,9,22,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
344,6900,Real Estate,Igor Olenicoff,80,United States,Lighthouse Point,Real estate,Real Estate,United States,,TRUE,U,M,9/20/1942 0:00,Olenicoff,Igor,,4/4/2023 5:01,Florida,South,1942,9,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
344,6900,FashionRetail,Sandra Ortega Mera,54,Spain,La Coruna,Zara,FashionRetail,Spain,,FALSE,U,F,7/9/1968 0:00,Ortega Mera,Sandra,,4/4/2023 5:01,,,1968,7,9,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
344,6900,Healthcare,Ronda Stryker,68,United States,Portage,Medical equipment,Healthcare,United States,,FALSE,U,F,5/1/1954 0:00,Stryker,Ronda,,4/4/2023 5:01,Michigan,Midwest,1954,5,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
352,6800,Energy,Dannine Avara,59,United States,Houston,Pipelines,Energy,United States,,FALSE,U,F,3/9/1964 0:00,Avara,Dannine,,4/4/2023 5:01,Texas,South,1964,3,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
352,6800,Diversified,Silvio Berlusconifamily,86,Italy,Milan,Media,Diversified,Italy,,TRUE,D,M,9/29/1936 0:00,Berlusconi,Silvio,,4/4/2023 5:01,,,1936,9,29,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
352,6800,GamblingCasinos,Denise Coates,55,United Kingdom,Stoke-on-Trent,Online gambling,GamblingCasinos,United Kingdom,,TRUE,U,F,9/26/1967 0:00,Coates,Denise,,4/4/2023 5:01,,,1967,9,26,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
352,6800,Energy,Scott Duncan,40,United States,Houston,Pipelines,Energy,United States,,FALSE,U,M,11/1/1982 0:00,Duncan,Scott,,4/4/2023 5:01,Texas,South,1982,11,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
352,6800,Energy,Milane Frantz,53,United States,Houston,Pipelines,Energy,United States,,FALSE,U,F,8/12/1969 0:00,Frantz,Milane,,4/4/2023 5:01,Texas,South,1969,8,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
352,6800,FinanceInvestments,"Edward Johnson, IV.",58,United States,Boston,Fidelity,FinanceInvestments,United States,,FALSE,U,M,11/18/1964 0:00,Johnson,Edward,,4/4/2023 5:01,Massachusetts,Northeast,1964,11,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
352,6800,FinanceInvestments,Yuri Milner,61,United States,Los Altos,Tech investments,FinanceInvestments,Israel,DST Global,TRUE,D,M,11/11/1961 0:00,Milner,Yuri,Investor,4/4/2023 5:01,California,West,1961,11,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
352,6800,Technology,Gordon Moore,94,United States,Woodside,Intel,Technology,United States,Intel Corp.,TRUE,D,M,1/3/1929 0:00,Moore,Gordon,CofounderChairman Emeritus,4/4/2023 5:01,California,,1929,1,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
352,6800,FinanceInvestments,John Overdeck,53,United States,Millburn,Hedge funds,FinanceInvestments,United States,Two Sigma,TRUE,U,M,12/21/1969 0:00,Overdeck,John,Investor,4/4/2023 5:01,New Jersey,Northeast,1969,12,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
352,6800,FinanceInvestments,David Siegel,61,United States,Scarsdale,Hedge funds,FinanceInvestments,United States,Two Sigma,TRUE,U,M,7/15/1961 0:00,Siegel,David,Investor,4/4/2023 5:01,New York,Northeast,1961,7,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
352,6800,Diversified,Viktor Vekselberg,65,Russia,Moscow,"Metals, investments",Diversified,Russia,,TRUE,U,M,4/14/1957 0:00,Vekselberg,Viktor,,4/4/2023 5:01,,,1957,4,14,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
352,6800,Technology,Wang Laisheng,58,China,Shenzhen,Electronics components,Technology,Hong Kong,,TRUE,D,M,12/14/1964 0:00,Wang,Laisheng,,4/4/2023 5:01,,,1964,12,14,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
352,6800,Energy,Randa Duncan Williams,61,United States,Houston,Pipelines,Energy,United States,Enterprise GP Holdings,FALSE,U,F,8/28/1961 0:00,Williams,Randa Duncan,Non-Executive Chairman of the Board,4/4/2023 5:01,Texas,South,1961,8,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,FinanceInvestments,Ken Fisher,72,United States,Dallas,Money management,FinanceInvestments,United States,,TRUE,U,M,11/29/1950 0:00,Fisher,Ken,,4/4/2023 5:01,Texas,South,1950,11,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,FinanceInvestments,Christopher Hohn,56,United Kingdom,London,Hedge funds,FinanceInvestments,United Kingdom,The Children's Investment Fund Management,TRUE,D,M,10/27/1966 0:00,Hohn,Christopher,Investor,4/4/2023 5:01,,,1966,10,27,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
365,6700,Manufacturing,Kjeld Kirk Kristiansen,75,Denmark,Billund,Lego,Manufacturing,Denmark,,FALSE,D,M,12/27/1947 0:00,Kristiansen,Kjeld Kirk,,4/4/2023 5:01,,,1947,12,27,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785
365,6700,Manufacturing,Sofie Kirk Kristiansen,47,Denmark,Billund,Lego,Manufacturing,Denmark,,FALSE,D,F,1/1/1976 0:00,Kristiansen,Sofie Kirk,,4/4/2023 5:01,,,1976,1,1,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785
365,6700,Manufacturing,Thomas Kirk Kristiansen,44,Denmark,Billund,Lego,Manufacturing,Denmark,,FALSE,D,M,1/1/1979 0:00,Kristiansen,Thomas Kirk,,4/4/2023 5:01,,,1979,1,1,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785
365,6700,Healthcare,Massimiliana Landini Aleottifamily,80,Italy,Fiesole,Pharmaceuticals,Healthcare,Italy,,FALSE,U,F,1/1/1943 0:00,Landini Aleotti,Massimiliana,,4/4/2023 5:01,,,1943,1,1,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
365,6700,Automotive,Li Ping,55,China,Ningde,Batteries,Automotive,Hong Kong,,TRUE,D,M,1/1/1968 0:00,Li,Ping,,4/4/2023 5:01,,,1968,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
365,6700,Manufacturing,Lin Jianhua,60,China,Hangzhou,Solar panel components,Manufacturing,China,,TRUE,Split Family Fortune,M,8/1/1962 0:00,Lin,Jianhua,,4/4/2023 5:01,,,1962,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
365,6700,Manufacturing,Magdalena Martullo-Blocher,54,Switzerland,Feldmeilen,Chemicals,Manufacturing,Switzerland,,FALSE,D,F,1/1/1969 0:00,Martullo-Blocher,Magdalena,,4/4/2023 5:01,,,1969,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
365,6700,Telecom,Xavier Niel,55,France,Paris,"Internet, telecom",Telecom,France,,TRUE,D,M,8/25/1967 0:00,Niel,Xavier,,4/4/2023 5:01,,,1967,8,25,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
365,6700,Energy,Terrence Pegula,72,United States,Boca Raton,Natural gas,Energy,United States,Buffalo Sabres,TRUE,U,M,3/27/1951 0:00,Pegula,Terrence,Owner,4/4/2023 5:01,Florida,South,1951,3,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,Real Estate,"Edward Roski, Jr.",84,United States,Los Angeles,Real estate,Real Estate,United States,"Majestic Realty, Co.",FALSE,U,M,12/25/1938 0:00,Roski,Edward,PresidentChairman,4/4/2023 5:01,California,West,1938,12,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,Real Estate,John A. Sobratofamily,83,United States,Atherton,Real estate,Real Estate,United States,Sobrato Development Cos.,TRUE,U,M,5/23/1939 0:00,Sobrato,John A.,FounderChairman,4/4/2023 5:01,California,West,1939,5,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,FinanceInvestments,George Soros,92,United States,Katonah,Hedge funds,FinanceInvestments,United States,Soros Fund Management LLC,TRUE,D,M,8/12/1930 0:00,Soros,George,Founder,4/4/2023 5:01,New York,Northeast,1930,8,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,Technology,David Sun,71,United States,Irvine,Computer hardware,Technology,United States,Kingston Technology Corporation,TRUE,U,M,10/12/1951 0:00,Sun,David,COO,4/4/2023 5:01,California,West,1951,10,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,Manufacturing,Agnete Kirk Thinggaard,39,Denmark,Billund,Lego,Manufacturing,Denmark,,FALSE,D,F,5/18/1983 0:00,Thinggaard,Agnete Kirk,,4/4/2023 5:01,,,1983,5,18,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785
365,6700,Technology,John Tu,81,United States,Rolling Hills,Computer hardware,Technology,United States,Kingston Technology Corporation,TRUE,U,M,8/12/1941 0:00,Tu,John,President,4/4/2023 5:01,California,West,1941,8,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,FoodBeverage,Xu Shihui,65,China,Quanzhou,"Snacks, beverages",FoodBeverage,China,,TRUE,D,M,1/1/1958 0:00,Xu,Shihui,,4/4/2023 5:01,,,1958,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
383,6600,Manufacturing,Rahel Blocher,47,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,Switzerland,,FALSE,D,F,1/1/1976 0:00,Blocher,Rahel,,4/4/2023 5:01,,,1976,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
383,6600,FoodBeverage,Bubba Cathy,68,United States,Atlanta,Chick-fil-A,FoodBeverage,United States,,FALSE,U,M,4/22/1954 0:00,Cathy,Bubba,,4/4/2023 5:01,Georgia,South,1954,4,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
383,6600,FoodBeverage,Dan Cathy,70,United States,Atlanta,Chick-fil-A,FoodBeverage,United States,,FALSE,U,M,3/1/1953 0:00,Cathy,Dan,,4/4/2023 5:01,Georgia,South,1953,3,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
383,6600,FoodBeverage,Trudy Cathy White,67,United States,Hampton,Chick-fil-A,FoodBeverage,United States,,FALSE,U,F,12/17/1955 0:00,Cathy White,Trudy,,4/4/2023 5:01,Georgia,South,1955,12,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
383,6600,FinanceInvestments,Bruce Kovner,78,United States,New York,Hedge funds,FinanceInvestments,United States,Caxton Associates LP,TRUE,U,M,2/25/1945 0:00,Kovner,Bruce,Founder,4/4/2023 5:01,New York,Northeast,1945,2,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
383,6600,Technology,"Henry Nicholas, III.",63,United States,Newport Coast,Semiconductors,Technology,United States,Broadcom,TRUE,U,M,10/8/1959 0:00,Nicholas,Henry,Cofounder,4/4/2023 5:01,California,West,1959,10,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
383,6600,FinanceInvestments,Nadia Thiele,47,Germany,Munich,Investments,FinanceInvestments,Germany,,FALSE,U,F,1/7/1976 0:00,Thiele,Nadia,,4/4/2023 5:01,,,1976,1,7,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
390,6500,FinanceInvestments,David Bonderman,80,United States,Fort Worth,Private equity,FinanceInvestments,United States,,TRUE,U,M,11/27/1942 0:00,Bonderman,David,,4/4/2023 5:01,Texas,South,1942,11,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
390,6500,Technology,Melinda French Gates,58,United States,Medina,Microsoft,Technology,United States,BillMelinda Gates Foundation,FALSE,U,F,8/15/1964 0:00,French Gates,Melinda,Cochair,4/4/2023 5:01,Washington,West,1964,8,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
390,6500,FashionRetail,Nathan Kirsh,91,Eswatini (Swaziland),Ezulwini,"Retail, real estate",FashionRetail,Eswatini (Swaziland),,TRUE,U,M,1/6/1932 0:00,Kirsh,Nathan,,4/4/2023 5:01,,,1932,1,6,,,,,,,,,,,
390,6500,Real Estate,Annette Lernerfamily,93,United States,Chevy Chase,Real estate,Real Estate,United States,,FALSE,N,F,2/27/1930 0:00,Lerner,Annette,,4/4/2023 5:01,Maryland,South,1930,2,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
390,6500,Real Estate,David Reuben,84,United Kingdom,London,"Investments, real estate",Real Estate,United Kingdom,,TRUE,D,M,9/1/1938 0:00,Reuben,David,,4/4/2023 5:01,,,1938,9,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
390,6500,Diversified,Simon Reuben,81,Monaco,Monaco,"Real estate, investments",Diversified,United Kingdom,,TRUE,D,M,5/1/1941 0:00,Reuben,Simon,,4/4/2023 5:01,,,1941,5,1,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158
390,6500,Real Estate,Radovan Vitek,51,Switzerland,Crans Montana,Real estate,Real Estate,Czech Republic,,TRUE,U,M,4/22/1971 0:00,Vitek,Radovan,,4/4/2023 5:01,,,1971,4,22,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
397,6400,FinanceInvestments,Carl Bennet,71,Sweden,Gothenberg,Investments,FinanceInvestments,Sweden,,TRUE,D,M,8/19/1951 0:00,Bennet,Carl,,4/4/2023 5:01,,,1951,8,19,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
397,6400,Sports,Stephen Bisciotti,62,United States,Hobe Sound,"Staffing, Baltimore Ravens",Sports,United States,Baltimore Ravens,TRUE,U,M,4/10/1960 0:00,Bisciotti,Stephen,Owner,4/4/2023 5:01,Florida,South,1960,4,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
397,6400,FinanceInvestments,Stanley Druckenmiller,69,United States,New York,Hedge funds,FinanceInvestments,United States,Duquesne Family Office,TRUE,D,M,6/14/1953 0:00,Druckenmiller,Stanley,Founder,4/4/2023 5:01,New York,Northeast,1953,6,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
397,6400,Healthcare,Jian Jun,59,China,Beijing,Biomedical products,Healthcare,China,,TRUE,U,F,11/1/1963 0:00,Jian,Jun,,4/4/2023 5:01,,,1963,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
397,6400,Energy,Alexei Kuzmichev,60,France,Paris,"Oil, banking, telecom",Energy,Russia,,TRUE,U,M,10/15/1962 0:00,Kuzmichev,Alexei,,4/4/2023 5:01,,,1962,10,15,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
397,6400,Manufacturing,Dmitry Rybolovlevfamily,56,Monaco,Monaco,Fertilizer,Manufacturing,Russia,,TRUE,D,M,11/22/1966 0:00,Rybolovlev,Dmitry,,4/4/2023 5:01,,,1966,11,22,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158
397,6400,FinanceInvestments,Luis Carlos Sarmiento,90,Colombia,Bogota,Banking,FinanceInvestments,Colombia,,TRUE,D,M,1/27/1933 0:00,Sarmiento,Luis Carlos,,4/4/2023 5:01,,,1933,1,27,140.95,3.5,"$323,802,808,108 ",55.3,114.5,77.1,14.4,71.2,50339443,4.570868,-74.297333
397,6400,Logistics,Dennis Washington,88,United States,Missoula,"Construction, mining",Logistics,United States,,TRUE,D,M,7/27/1934 0:00,Washington,Dennis,,4/4/2023 5:01,Montana,West,1934,7,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
405,6300,ConstructionEngineering,Anthony Bamfordfamily,77,United Kingdom,Gloucestershire,Construction equipment,ConstructionEngineering,United Kingdom,,FALSE,U,M,10/23/1945 0:00,Bamford,Anthony,,4/4/2023 5:01,,,1945,10,23,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
405,6300,Energy,Gao Jifanfamily,58,China,Changzhou,Solar equipment,Energy,China,,TRUE,D,M,1/1/1965 0:00,Gao,Jifan,,4/4/2023 5:01,,,1965,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
405,6300,FinanceInvestments,John Grayken,66,United Kingdom,London,Private equity,FinanceInvestments,Ireland,,TRUE,D,M,6/1/1956 0:00,Grayken,John,Investor,4/4/2023 5:01,,,1956,6,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
405,6300,Healthcare,Alain Merieuxfamily,85,France,Lyon,Pharmaceuticals,Healthcare,France,,FALSE,D,M,1/1/1938 0:00,Merieux,Alain,,4/4/2023 5:01,,,1938,1,1,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
405,6300,Energy,Wang Yusuofamily,59,China,Langfang,Natural gas distribution,Energy,China,,TRUE,U,M,3/11/1964 0:00,Wang,Yusuo,,4/4/2023 5:01,,,1964,3,11,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
405,6300,Manufacturing,Stef Wertheimerfamily,96,Israel,Tel Aviv,Metalworking tools,Manufacturing,Israel,,TRUE,U,M,7/16/1926 0:00,Wertheimer,Stef,,4/4/2023 5:01,,,1926,7,16,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
411,6200,FoodBeverage,Maria Asuncion Aramburuzabalafamily,59,Mexico,Mexico City,"Beer, investments",FoodBeverage,Mexico,,FALSE,E,F,5/2/1963 0:00,Aramburuzabala,Maria Asuncion,,4/4/2023 5:01,,,1963,5,2,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
411,6200,Diversified,Gustaf Douglas,85,Sweden,Stockholm,Investments,Diversified,Sweden,,TRUE,D,M,3/3/1938 0:00,Douglas,Gustaf,,4/4/2023 5:01,,,1938,3,3,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
411,6200,Service,Frits Goldschmeding,89,Netherlands,Amsterdam,Temp agency,Service,Netherlands,,TRUE,U,M,8/2/1933 0:00,Goldschmeding,Frits,,4/4/2023 5:01,,,1933,8,2,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266
411,6200,FoodBeverage,Lin Muqinfamily,59,China,Shenzhen,Beverages,FoodBeverage,China,,TRUE,U,M,1/1/1964 0:00,Lin,Muqin,,4/4/2023 5:01,,,1964,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
411,6200,Manufacturing,Ruan Liping,59,China,Ningbo,Power strips,Manufacturing,Hong Kong,,TRUE,U,M,1/1/1964 0:00,Ruan,Liping,,4/4/2023 5:01,,,1964,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
411,6200,Manufacturing,Ruan Xueping,51,China,Ningbo,Power strip,Manufacturing,Hong Kong,,TRUE,U,M,1/1/1972 0:00,Ruan,Xueping,,4/4/2023 5:01,,,1972,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
411,6200,FinanceInvestments,Michal Solowow,60,Poland,Kielce,Investments,FinanceInvestments,Poland,,TRUE,E,M,7/11/1962 0:00,Solowow,Michal,,4/4/2023 5:01,,,1962,7,11,114.11,2.2,"$592,164,400,688 ",67.8,100,77.6,17.4,40.8,37970874,51.919438,19.145136
418,6100,Diversified,Mike Adenuga,69,Nigeria,Lagos,"Telecom, oil",Diversified,Nigeria,,TRUE,D,M,4/29/1953 0:00,Adenuga,Mike,,4/4/2023 5:01,,,1953,4,29,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599,9.081999,8.675277
418,6100,FinanceInvestments,Tom Gores,58,United States,Beverly Hills,Private equity,FinanceInvestments,United States,,TRUE,U,M,7/31/1964 0:00,Gores,Tom,,4/4/2023 5:01,California,West,1964,7,31,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
418,6100,FashionRetail,Michael Herz,79,Germany,Hamburg,Coffee,FashionRetail,Germany,,FALSE,U,M,9/28/1943 0:00,Herz,Michael,,4/4/2023 5:01,,,1943,9,28,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
418,6100,FashionRetail,Wolfgang Herz,72,Germany,Hamburg,Coffee,FashionRetail,Germany,,FALSE,U,M,1/1/1951 0:00,Herz,Wolfgang,,4/4/2023 5:01,,,1951,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
418,6100,Energy,Michael Kadoorie,81,Hong Kong,Hong Kong,"Hotels, energy",Energy,Hong Kong,,FALSE,D,M,7/19/1941 0:00,Kadoorie,Michael,,4/4/2023 5:01,,,1941,7,19,,,,,,,,,,,
418,6100,Telecom,Sunil Mittal,65,,,Telecom,Telecom,India,,TRUE,Split Family Fortune,M,10/23/1957 0:00,Mittal,Sunil,,4/4/2023 5:01,,,1957,10,23,,,,,,,,,,,
418,6100,Technology,Zhou Qunfei,53,Hong Kong,Hong Kong,Smartphone screens,Technology,Hong Kong,Lens Technology,TRUE,D,F,,Zhou,Qunfei,FounderCEO,4/4/2023 5:01,,,,,,,,,,,,,,,,
425,6000,MetalsMining,Alexander Abramov,64,Russia,Moscow,"Steel, mining",MetalsMining,Russia,,TRUE,U,M,2/20/1959 0:00,Abramov,Alexander,,4/4/2023 5:01,,,1959,2,20,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
425,6000,Real Estate,Rene Benko,46,Austria,,"Real estate, retail",Real Estate,Austria,,TRUE,U,M,3/20/1977 0:00,Benko,Rene,,4/4/2023 5:01,,,1977,3,20,118.06,1.5,"$446,314,739,528 ",85.1,103.1,81.6,25.4,51.4,8877067,47.516231,14.550072
425,6000,Real Estate,Neil Bluhm,85,United States,Chicago,Real estate,Real Estate,United States,,TRUE,U,M,1/12/1938 0:00,Bluhm,Neil,,4/4/2023 5:01,Illinois,Midwest,1938,1,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
425,6000,FashionRetail,Alain Bouchard,74,Canada,Montreal,Convinience stores,FashionRetail,Canada,Alimentation Couche Tard Inc. Cl A,TRUE,U,M,2/18/1949 0:00,Bouchard,Alain,ChairmanCEO,4/4/2023 5:01,,,1949,2,18,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
425,6000,Technology,Jay Chaudhry,63,United States,Reno,Security software,Technology,United States,,TRUE,D,M,8/26/1959 0:00,Chaudhry,Jay,,4/4/2023 5:01,Nevada,West,1959,8,26,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
425,6000,FashionRetail,Gopikishan Damani,65,India,Mumbai,"Retail, investments",FashionRetail,India,,TRUE,D,M,1/1/1958 0:00,Damani,Gopikishan,,4/4/2023 5:01,,,1958,1,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
